Harley,f,58
Trevor,f,58
Charlee,f,57.9
Lucille,f,57.5
Talia,f,57.5
Skyler,f,57.4
Makenna,f,57.3
Phoebe,f,57.3
Jane,f,57.2
Lyric,f,57
Angel,f,56.9
Phoenix,f,56.8
Elaina,f,56.7
Walter,f,56.6
Adrianna,f,56.5
Johnathan,f,56.5
Ruth,f,56.4
Miriam,f,56.3
Johnny,f,56.2
Edwin,f,56.1
Julius,f,56.1
Barrett,f,56
Diana,f,55.9
Mariana,f,55.8
Danielle,f,55.8
Leon,f,55.8
Jenna,f,55.7
Shelby,f,55.3
Nina,f,55.3
Tyson,f,55.2
Madeleine,f,54.9
Elliana,f,54.8
Tobias,f,54.7
Amina,f,54.6
Edgar,f,54.6
Amiyah,f,54.5
Chelsea,f,54.4
Joanna,f,54.4
Jada,f,54.2
Dominick,f,54.2
Lexi,f,54.1
Katie,f,53.9
Maddison,f,53.8
Fatima,f,53.8
Vera,f,53.8
Marshall,f,53.8
Marco,f,53.2
Malia,f,52.9
Joaquin,f,52.9
Lilah,f,52.8
Madilyn,f,52.8
Dante,f,52.6
Andy,f,52.4
Amanda,f,52.3
Daniella,f,52.3
Cruz,f,52.3
Alexia,f,52.2
Ali,f,52.2
Kathryn,f,52.1
Paislee,f,52.1
Selena,f,52.1
Finley,f,52.1
Laura,f,51.8
Annie,f,51.7
Nyla,f,51.7
Catalina,f,51.6
Kayleigh,f,51.5
Dalton,f,51.5
Sloane,f,51.5
Gideon,f,51.4
Reed,f,51.4
Kamila,f,51.3
Enzo,f,51.3
Sergio,f,51.3
Jett,f,51.2
Lia,f,51
Haven,f,50.9
Thiago,f,50.8
Rowan,f,50.7
Kyrie,f,50.7
Ronan,f,50.5
Ashlyn,f,50.4
Christina,f,50.2
Amber,f,50.1
Myla,f,50
Cohen,f,50
Addilyn,f,49.9
Colt,f,49.9
Erin,f,49.9
Erik,f,49.9
Alison,f,49.8
Ainsley,f,49.7
Trenton,f,49.6
Raelyn,f,49.6
Jared,f,49.5
Walker,f,49.5
Cadence,f,49.4
Landen,f,49.4
Kendra,f,49.4
Heidi,f,49.2
Kelsey,f,49
Alexis,f,48.8
Nash,f,48.8
Nadia,f,48.8
Alondra,f,48.8
Jaylen,f,48.7
Cheyenne,f,48.7
Kaydence,f,48.7
Mikayla,f,48.6
River,f,48.6
Heaven,f,48.3
Gregory,f,48.1
Emanuel,f,48.1
Killian,f,47.8
Arielle,f,47.7
Allen,f,47.6
Lana,f,47.5
Blakely,f,47.4
Atticus,f,47.3
Sabrina,f,47.3
Kyla,f,47.2
Ada,f,47.2
Gracelyn,f,47.2
Desmond,f,47.1
Shawn,f,47.1
Grady,f,46.9
Allyson,f,46.7
Felicity,f,46.7
Kira,f,46.7
Briella,f,46.6
Kamryn,f,46.6
Adaline,f,46.6
Alicia,f,46.6
Quinn,f,46.3
Frank,f,46.2
Fabian,f,46.2
Ember,f,46.1
Aylin,f,46
Dakota,f,45.9
Veronica,f,45.7
Roberto,f,45.5
Esmeralda,f,45.4
Sage,f,45.4
Leslie,f,45.3
Beckham,f,45.1
Aspen,f,45.1
Gia,f,45
Camilla,f,44.9
Ashlynn,f,44.8
Scarlet,f,44.8
Major,f,44.7
Skyler,f,44.5
Nehemiah,f,44.4
Journee,f,44.4
Daphne,f,44.3
Bianca,f,44.2
Mckinley,f,44.2
Amira,f,44.1
Carmen,f,43.9
Kyleigh,f,43.9
Megan,f,43.8
Drew,f,43.7
Skye,f,43.7
Cade,f,43.6
Elsie,f,43.6
Muhammad,f,43.4
Kennedi,f,43.4
Averie,f,43.4
Carly,f,43.4
Rylie,f,43.4
Kendrick,f,42.9
Gracelynn,f,42.9
Mallory,f,42.9
Pedro,f,42.8
Orion,f,42.7
Emersyn,f,42.7
Logan,f,42.7
Aden,f,42.6
Kamden,f,42.5
Camryn,f,42.5
Ruben,f,42.4
Zaiden,f,42.4
Clark,f,42.3
Noel,f,42.3
Porter,f,42.2
Annabella,f,42.2
Solomon,f,42.1
Romeo,f,42
Rory,f,42
Malik,f,41.9
Dylan,f,41.9
Elle,f,41.9
Kiara,f,41.9
Daxton,f,41.8
Yaretzi,f,41.8
Leland,f,41.7
Ariella,f,41.7
Zara,f,41.5
Kash,f,41.2
April,f,41.2
Abram,f,41
Derrick,f,40.8
Gwendolyn,f,40.8
Kade,f,40.6
Anaya,f,40.6
Gunnar,f,40.5
Baylee,f,40.5
Brinley,f,40.5
Prince,f,40.4
Brendan,f,40.3
Leonel,f,40.2
Sierra,f,40.2
Annalise,f,40.2
Kason,f,40.1
Braylon,f,40
Tatum,f,40
Serena,f,40
Dahlia,f,39.9
Legend,f,39.8
Macy,f,39.8
Miracle,f,39.7
Pablo,f,39.4
Madelynn,f,39.4
Briana,f,39.4
Freya,f,39.3
Macie,f,39.3
Jay,f,39.2
Helen,f,39.1
Bethany,f,39.1
Leia,f,39
Harlow,f,39
Blake,f,38.7
Jayleen,f,38.7
Adan,f,38.6
Jensen,f,38.6
Angelica,f,38.6
Marilyn,f,38.5
Viviana,f,38.3
Esteban,f,38.2
Francesca,f,38.2
Kellan,f,38.1
Drake,f,38
Warren,f,38
Ismael,f,37.8
Juniper,f,37.8
Carolina,f,37.7
Ari,f,37.6
Jazmin,f,37.6
Emely,f,37.6
Russell,f,37.5
Bruce,f,37.5
Maliyah,f,37.5
Finnegan,f,37.4
Marcos,f,37.4
Jayson,f,37.4
Theo,f,37.4
Cataleya,f,37.4
Jaxton,f,37.2
Phillip,f,37.2
Dexter,f,37.2
Jillian,f,37.2
Joy,f,37.2
Abby,f,37.2
Malaysia,f,37.2
Nylah,f,37.2
Sarai,f,37.1
Braylen,f,37
Armando,f,37
Braden,f,36.9
Evelynn,f,36.9
Corey,f,36.8
Nia,f,36.8
Kolton,f,36.7
Gerardo,f,36.6
Zuri,f,36.6
Addyson,f,36.6
Aleah,f,36.5
Kaia,f,36.3
Ace,f,36.2
Bristol,f,36.2
Lorelei,f,36.2
Ellis,f,36.1
Malcolm,f,36.1
Tate,f,36.1
Jazmine,f,36.1
Maeve,f,36.1
Alejandra,f,36
Justice,f,36
Zachariah,f,35.9
Chandler,f,35.8
Milan,f,35.7
Julie,f,35.7
Marlee,f,35.7
Phoenix,f,35.7
Jimena,f,35.7
Keith,f,35.6
Emmalyn,f,35.6
Nayeli,f,35.6
Aleena,f,35.5
Brittany,f,35.5
Amara,f,35.3
Karina,f,35.3
Giuliana,f,35.3
Thea,f,35.3
Danny,f,35.2
Damon,f,35.1
Braelynn,f,35.1
Kassidy,f,35.1
Enrique,f,35
Jonas,f,35
Braelyn,f,35
Luciana,f,35
Kane,f,34.9
Aubrie,f,34.9
Janelle,f,34.9
Madisyn,f,34.9
Princeton,f,34.8
Brylee,f,34.8
Leighton,f,34.8
Ryan,f,34.8
Amari,f,34.8
Eve,f,34.8
Hugo,f,34.7
Millie,f,34.7
Ronald,f,34.6
Philip,f,34.6
Kelly,f,34.6
Selah,f,34.6
Lacey,f,34.5
Willa,f,34.5
Ibrahim,f,34.4
Kayson,f,34.3
Maximilian,f,34.3
Haylee,f,34.3
Lawson,f,34.2
Harvey,f,34.2
Jaylah,f,34.2
Albert,f,34
Donald,f,34
Sylvia,f,34
Raul,f,33.9
Franklin,f,33.8
Hendrix,f,33.8
Odin,f,33.8
Melany,f,33.8
Elisa,f,33.7
Elsa,f,33.7
Hattie,f,33.7
Brennan,f,33.6
Raven,f,33.6
Holly,f,33.6
Jamison,f,33.5
Aisha,f,33.5
Itzel,f,33.5
Dillon,f,33.4
Kyra,f,33.4
Tiffany,f,33.4
Brock,f,33.3
Landyn,f,33.2
Mohamed,f,33.1
Jayda,f,33.1
Michaela,f,33
Madilynn,f,33
Brycen,f,32.9
Jamie,f,32.9
Deacon,f,32.8
Colby,f,32.7
Celeste,f,32.7
Alec,f,32.6
Julio,f,32.6
Scott,f,32.6
Matias,f,32.6
Sullivan,f,32.6
Lilian,f,32.6
Remi,f,32.6
Priscilla,f,32.4
Rodrigo,f,32.3
Jazlyn,f,32.3
Cason,f,32.2
Taylor,f,32.2
Karen,f,32.2
Savanna,f,32.2
Rocco,f,32.1
Zariah,f,32.1
Nico,f,32
Lauryn,f,32
Royal,f,31.9
Pierce,f,31.8
Alanna,f,31.8
Kara,f,31.8
Augustus,f,31.7
Karla,f,31.5
Cassandra,f,31.4
Ariah,f,31.3
Evie,f,31.3
Frances,f,31.3
Aileen,f,31.2
Lennon,f,31.2
Charley,f,31.2
Raiden,f,31.1
Rosemary,f,31.1
Danna,f,31.1
Regina,f,31.1
Kasen,f,31
Benson,f,31
Moses,f,31
Cyrus,f,30.9
Raylan,f,30.9
Kaelyn,f,30.9
Virginia,f,30.8
Davis,f,30.7
Khalil,f,30.7
Moises,f,30.7
Hanna,f,30.7
Rebekah,f,30.7
Smith,l,828.2
Johnson,l,655.2
Williams,l,551.0
Brown,l,487.2
Jones,l,483.2
Garcia,l,395.3
Miller,l,393.7
Davis,l,378.5
Rodriguez,l,371.2
Martinez,l,359.4
Hernandez,l,353.7
Lopez,l,296.5
Gonzalez,l,285.1
Wilson,l,271.8
Anderson,l,265.9
Thomas,l,256.3
Taylor,l,254.7
Moore,l,245.6
Jackson,l,240.1
Martin,l,238.2
Lee,l,234.9
Perez,l,231.1
Thompson,l,225.3
White,l,223.9
Harris,l,211.6
Sanchez,l,207.7
Clark,l,190.8
Ramirez,l,189.0
Lewis,l,180.3
Robinson,l,179.6
Walker,l,177.3
Young,l,164.2
Allen,l,163.6
King,l,157.8
Wright,l,155.6
Scott,l,149.0
Torres,l,148.4
Nguyen,l,148.4
Hill,l,147.4
Flores,l,147.1
Green,l,145.8
Adams,l,145.1
Nelson,l,144.1
Baker,l,142.2
Hall,l,138.0
Rivera,l,132.6
Campbell,l,130.9
Mitchell,l,130.3
Carter,l,127.8
Roberts,l,127.7
Gomez,l,124.0
Phillips,l,122.3
Evans,l,120.6
Turner,l,118.2
Diaz,l,117.9
Parker,l,114.0
Cruz,l,113.3
Edwards,l,112.7
Collins,l,111.8
Reyes,l,111.2
Stewart,l,110.2
Morris,l,108.1
Morales,l,105.7
Murphy,l,104.6
Cook,l,102.6
Rogers,l,102.5
Gutierrez,l,99.4
Ortiz,l,97.3
Morgan,l,97.1
Cooper,l,95.2
Peterson,l,94.3
Bailey,l,94.2
Reed,l,93.9
Kelly,l,90.7
Howard,l,89.8
Ramos,l,89.3
Kim,l,88.9
Cox,l,88.6
Ward,l,88.3
Richardson,l,88.1
Watson,l,85.6
Brooks,l,85.3
Chavez,l,85.1
Wood,l,85.0
James,l,84.5
Bennett,l,83.9
Gray,l,83.4
Mendoza,l,82.3
Ruiz,l,80.8
Hughes,l,80.1
Price,l,79.8
Alvarez,l,79.3
Castillo,l,78.1
Sanders,l,78.1
Patel,l,78.0
Myers,l,77.9
Long,l,77.8
Ross,l,77.8
Foster,l,77.2
Jimenez,l,77.0
Powell,l,76.2
Jenkins,l,75.5
Perry,l,75.2
Russell,l,75.1
Sullivan,l,74.9
Bell,l,74.8
Coleman,l,74.3
Butler,l,74.2
Henderson,l,74.0
Barnes,l,74.0
Gonzales,l,72.8
Fisher,l,72.8
Vasquez,l,72.1
Simmons,l,71.3
Romero,l,70.7
Jordan,l,70.7
Patterson,l,69.6
Alexander,l,69.4
Hamilton,l,68.4
Graham,l,68.2
Reynolds,l,67.9
Griffin,l,67.3
Wallace,l,66.9
Moreno,l,66.8
West,l,66.4
Cole,l,66.2
Hayes,l,65.9
Bryant,l,65.4
Herrera,l,65.3
Gibson,l,64.6
Ellis,l,64.1
Tran,l,63.9
Medina,l,63.9
Aguilar,l,63.2
Stevens,l,62.9
Murray,l,62.7
Ford,l,62.7
Castro,l,62.4
Marshall,l,62.4
Owens,l,61.9
Harrison,l,61.4
Fernandez,l,61.3
McDonald,l,61.2
Woods,l,60.2
Washington,l,60.1
Kennedy,l,60.0
Wells,l,59.7
Vargas,l,58.9
Henry,l,58.0
Chen,l,57.5
Freeman,l,57.3
Webb,l,57.3
Tucker,l,56.8
Guzman,l,56.6
Burns,l,56.3
Crawford,l,55.8
Olson,l,55.6
Simpson,l,55.3
Porter,l,55.3
Hunter,l,55.1
Gordon,l,54.9
Mendez,l,54.8
Silva,l,54.8
Shaw,l,54.4
Snyder,l,54.3
Mason,l,54.3
Dixon,l,54.1
Munoz,l,53.7
Hunt,l,53.7
Hicks,l,53.7
Holmes,l,53.2
Palmer,l,53.1
Wagner,l,52.8
Black,l,52.5
Robertson,l,52.1
Boyd,l,52.0
Rose,l,52.0
Stone,l,52.0
Salazar,l,51.8
Fox,l,51.6
Warren,l,51.6
Mills,l,51.5
Meyer,l,51.2
Rice,l,50.7
Schmidt,l,49.9
Garza,l,49.8
Daniels,l,49.7
Ferguson,l,49.6
Nichols,l,49.4
Stephens,l,49.0
Soto,l,49.0
Weaver,l,48.8
Ryan,l,48.6
Gardner,l,48.4
Payne,l,48.3
Grant,l,48.2
Dunn,l,47.9
Kelley,l,47.7
Spencer,l,47.4
Hawkins,l,47.4
Arnold,l,47.1
Pierce,l,47.0
Vazquez,l,46.9
Hansen,l,46.8
Peters,l,46.6
Santos,l,46.5
Hart,l,46.5
Bradley,l,46.4
Knight,l,46.4
Elliott,l,46.0
Cunningham,l,46.0
Duncan,l,45.8
Armstrong,l,45.8
Hudson,l,45.8
Carroll,l,45.5
Lane,l,45.5
Riley,l,45.4
Andrews,l,45.4
Alvarado,l,45.3
Ray,l,45.2
Delgado,l,45.1
Berry,l,45.0
Perkins,l,44.6
Hoffman,l,44.6
Johnston,l,44.5
Matthews,l,44.5
Pena,l,44.3
Richards,l,44.3
Contreras,l,44.1
Willis,l,44.1
Carpenter,l,44.0
Lawrence,l,44.0
Sandoval,l,43.7
Guerrero,l,43.6
George,l,43.6
Chapman,l,43.4
Rios,l,43.3
Estrada,l,43.2
Ortega,l,43.1
Watkins,l,43.1
Greene,l,42.8
Nunez,l,42.5
Wheeler,l,42.4
Valdez,l,42.4
Harper,l,42.2
Burke,l,41.7
Larson,l,41.6
Santiago,l,41.4
Maldonado,l,41.2
Morrison,l,41.1
Franklin,l,40.9
Carlson,l,40.9
Austin,l,40.6
Dominguez,l,40.4
Carr,l,40.4
Lawson,l,40.4
Jacobs,l,40.2
O'Brien,l,40.2
Lynch,l,39.9
Singh,l,39.6
Vega,l,39.6
Bishop,l,39.5
Montgomery,l,39.3
Oliver,l,39.3
Jensen,l,39.2
Harvey,l,39.2
Williamson,l,39.0
Gilbert,l,39.0
Dean,l,38.7
Sims,l,38.4
Espinoza,l,38.0
Howell,l,38.0
Li,l,37.9
Wong,l,37.8
Reid,l,37.8
Hanson,l,37.7
Le,l,37.6
McCoy,l,37.5
Garrett,l,37.5
Burton,l,37.5
Fuller,l,37.3
Wang,l,37.3
Weber,l,37.1
Welch,l,37.0
Rojas,l,36.8
Lucas,l,36.5
Marquez,l,36.5
Fields,l,36.5
Park,l,36.2
Yang,l,36.0
Little,l,35.9
Banks,l,35.9
Padilla,l,35.7
Day,l,35.6
Walsh,l,35.6
Bowman,l,35.6
Schultz,l,35.6
Luna,l,35.4
Fowler,l,35.4
Mejia,l,35.3
Davidson,l,35.2
Acosta,l,35.1
Brewer,l,35.0
May,l,35.0
Holland,l,34.8
Juarez,l,34.6
Newman,l,34.6
Pearson,l,34.5
Curtis,l,34.5
Cortez,l,34.5
Douglas,l,34.4
Schneider,l,34.3
Joseph,l,34.2
Barrett,l,33.9
Navarro,l,33.8
Figueroa,l,33.4
Keller,l,33.3
